Query_ID,Original_Dataset_Index,K,Candidate_Set_Hash,Method,Correct,Confidence,FR_top1,Kendall_Dist,Top3_Churn,Latency_ms
0,2843,5,381ba564aba8,B0_Native,1.0,0.9803,0.0,0.0,0.0,42.87
0,2843,5,381ba564aba8,B0_Random,1.0,0.9974,0.0,0.0867,0.3,42.87
0,2843,5,381ba564aba8,B1_Alpha,1.0,0.9606,0.0,0.3,0.5,42.87
0,2843,5,381ba564aba8,B1_ReverseAlpha,1.0,0.9974,0.0,0.3,0.5,42.87
0,2843,5,381ba564aba8,Rand_Marg_M2,1.0,0.9979,0.0,0.1,0.5,85.75
0,2843,5,381ba564aba8,Rand_Marg_M3,1.0,0.9983,0.0,0.1,0.5,128.62
0,2843,5,381ba564aba8,Rand_Marg_M5,1.0,0.9985,0.0,0.1,0.5,214.37
0,2843,5,381ba564aba8,B2_Cyclic_M2,1.0,0.9895,0.0,0.0,0.0,85.75
0,2843,5,381ba564aba8,B2_Cyclic_M3,1.0,0.9925,0.0,0.0,0.0,128.62
0,2843,5,381ba564aba8,B2_Cyclic_M5,1.0,0.9947,0.0,0.0,0.0,214.37
1,480,5,7a795179d711,B0_Native,1.0,0.9454,0.0,0.0,0.0,42.24
1,480,5,7a795179d711,B0_Random,1.0,0.8952,0.0,0.0889,0.0,42.24
1,480,5,7a795179d711,B1_Alpha,1.0,0.875,0.0,0.1,0.0,42.24
1,480,5,7a795179d711,B1_ReverseAlpha,1.0,0.9364,0.0,0.1,0.0,42.24
1,480,5,7a795179d711,Rand_Marg_M2,1.0,0.918,0.0,0.1,0.0,84.48
1,480,5,7a795179d711,Rand_Marg_M3,1.0,0.9164,0.0,0.1,0.0,126.72
1,480,5,7a795179d711,Rand_Marg_M5,1.0,0.9258,0.0,0.1,0.0,211.21
1,480,5,7a795179d711,B2_Cyclic_M2,1.0,0.9543,0.0,0.0,0.0,84.48
1,480,5,7a795179d711,B2_Cyclic_M3,1.0,0.9422,0.0,0.0,0.0,126.72
1,480,5,7a795179d711,B2_Cyclic_M5,1.0,0.9537,0.0,0.0,0.0,211.21
2,2973,5,7d99473b1fcd,B0_Native,1.0,0.9971,0.0,0.0,0.0,40.46
2,2973,5,7d99473b1fcd,B0_Random,1.0,0.9298,0.0,0.1333,0.1,40.46
2,2973,5,7d99473b1fcd,B1_Alpha,1.0,0.9917,0.0,0.2,0.0,40.46
2,2973,5,7d99473b1fcd,B1_ReverseAlpha,1.0,0.8915,0.0,0.2,0.0,40.46
2,2973,5,7d99473b1fcd,Rand_Marg_M2,1.0,0.8548,0.0,0.1,0.0,80.92
2,2973,5,7d99473b1fcd,Rand_Marg_M3,1.0,0.8563,0.0,0.1,0.0,121.38
2,2973,5,7d99473b1fcd,Rand_Marg_M5,1.0,0.8835,0.0,0.1,0.0,202.3
2,2973,5,7d99473b1fcd,B2_Cyclic_M2,1.0,0.9733,0.0,0.1,0.5,80.92
2,2973,5,7d99473b1fcd,B2_Cyclic_M3,1.0,0.926,0.0,0.1,0.5,121.38
2,2973,5,7d99473b1fcd,B2_Cyclic_M5,1.0,0.9368,0.0,0.0,0.0,202.3
3,1453,5,7696d55426f7,B0_Native,1.0,0.8969,0.0,0.0,0.0,39.03
3,1453,5,7696d55426f7,B0_Random,1.0,0.9678,0.0,0.04,0.1,39.03
3,1453,5,7696d55426f7,B1_Alpha,1.0,0.8835,0.0,0.1,0.5,39.03
3,1453,5,7696d55426f7,B1_ReverseAlpha,1.0,0.8793,0.0,0.1,0.5,39.03
3,1453,5,7696d55426f7,Rand_Marg_M2,1.0,0.9219,0.0,0.0,0.0,78.06
3,1453,5,7696d55426f7,Rand_Marg_M3,1.0,0.9154,0.0,0.0,0.0,117.09
3,1453,5,7696d55426f7,Rand_Marg_M5,1.0,0.8962,0.0,0.0,0.0,195.15
3,1453,5,7696d55426f7,B2_Cyclic_M2,1.0,0.8921,0.0,0.1,0.5,78.06
3,1453,5,7696d55426f7,B2_Cyclic_M3,1.0,0.9208,0.0,0.1,0.5,117.09
3,1453,5,7696d55426f7,B2_Cyclic_M5,1.0,0.8935,0.0,0.0,0.0,195.15
4,334,5,efa96b865c67,B0_Native,1.0,0.8342,0.0,0.0,0.0,42.84
4,334,5,efa96b865c67,B0_Random,1.0,0.7895,0.0,0.1556,0.2556,42.84
4,334,5,efa96b865c67,B1_Alpha,1.0,0.8741,0.0,0.1,0.5,42.84
4,334,5,efa96b865c67,B1_ReverseAlpha,1.0,0.8294,0.0,0.1,0.5,42.84
4,334,5,efa96b865c67,Rand_Marg_M2,1.0,0.8095,0.0,0.0,0.0,85.67
4,334,5,efa96b865c67,Rand_Marg_M3,1.0,0.8154,0.0,0.0,0.0,128.51
4,334,5,efa96b865c67,Rand_Marg_M5,1.0,0.7957,0.0,0.0,0.0,214.18
4,334,5,efa96b865c67,B2_Cyclic_M2,1.0,0.8455,0.0,0.1,0.5,85.67
4,334,5,efa96b865c67,B2_Cyclic_M3,1.0,0.8369,0.0,0.0,0.0,128.51
4,334,5,efa96b865c67,B2_Cyclic_M5,1.0,0.8687,0.0,0.0,0.0,214.18
5,2684,5,dcf921be388a,B0_Native,1.0,0.6136,0.0,0.0,0.0,41.3
5,2684,5,dcf921be388a,B0_Random,1.0,0.6351,0.0,0.0,0.0,41.3
5,2684,5,dcf921be388a,B1_Alpha,1.0,0.8028,0.0,0.0,0.0,41.3
5,2684,5,dcf921be388a,B1_ReverseAlpha,1.0,0.7062,0.0,0.0,0.0,41.3
5,2684,5,dcf921be388a,Rand_Marg_M2,1.0,0.6457,0.0,0.0,0.0,82.59
5,2684,5,dcf921be388a,Rand_Marg_M3,1.0,0.679,0.0,0.0,0.0,123.89
5,2684,5,dcf921be388a,Rand_Marg_M5,1.0,0.6762,0.0,0.0,0.0,206.48
5,2684,5,dcf921be388a,B2_Cyclic_M2,1.0,0.7018,0.0,0.0,0.0,82.59
5,2684,5,dcf921be388a,B2_Cyclic_M3,1.0,0.6926,0.0,0.0,0.0,123.89
5,2684,5,dcf921be388a,B2_Cyclic_M5,1.0,0.7114,0.0,0.0,0.0,206.48
6,1044,5,b3e2ec2a3919,B0_Native,1.0,0.3719,0.0,0.0,0.0,48.03
6,1044,5,b3e2ec2a3919,B0_Random,1.0,0.3738,0.2,0.2956,0.4333,48.03
6,1044,5,b3e2ec2a3919,B1_Alpha,1.0,0.3605,0.0,0.5,0.8,48.03
6,1044,5,b3e2ec2a3919,B1_ReverseAlpha,1.0,0.2936,0.0,0.5,0.8,48.03
6,1044,5,b3e2ec2a3919,Rand_Marg_M2,1.0,0.3395,0.0,0.1,0.0,96.07
6,1044,5,b3e2ec2a3919,Rand_Marg_M3,1.0,0.3382,0.0,0.3,0.5,144.1
6,1044,5,b3e2ec2a3919,Rand_Marg_M5,1.0,0.3448,0.0,0.3,0.5,240.16
6,1044,5,b3e2ec2a3919,B2_Cyclic_M2,1.0,0.3471,0.0,0.1,0.0,96.07
6,1044,5,b3e2ec2a3919,B2_Cyclic_M3,1.0,0.3442,0.0,0.0,0.0,144.1
6,1044,5,b3e2ec2a3919,B2_Cyclic_M5,1.0,0.3335,0.0,0.0,0.0,240.16
7,2190,5,fd246745b588,B0_Native,1.0,0.7455,0.0,0.0,0.0,42.03
7,2190,5,fd246745b588,B0_Random,1.0,0.9538,0.0,0.0356,0.1778,42.03
7,2190,5,fd246745b588,B1_Alpha,1.0,0.8183,0.0,0.2,0.5,42.03
7,2190,5,fd246745b588,B1_ReverseAlpha,1.0,0.908,0.0,0.2,0.5,42.03
7,2190,5,fd246745b588,Rand_Marg_M2,1.0,0.8938,0.0,0.0,0.0,84.06
7,2190,5,fd246745b588,Rand_Marg_M3,1.0,0.8911,0.0,0.0,0.0,126.08
7,2190,5,fd246745b588,Rand_Marg_M5,1.0,0.8761,0.0,0.0,0.0,210.14
7,2190,5,fd246745b588,B2_Cyclic_M2,1.0,0.6929,0.0,0.1,0.5,84.06
7,2190,5,fd246745b588,B2_Cyclic_M3,1.0,0.7652,0.0,0.0,0.0,126.08
7,2190,5,fd246745b588,B2_Cyclic_M5,1.0,0.7095,0.0,0.0,0.0,210.14
8,684,5,0ada5c9edcd4,B0_Native,1.0,0.998,0.0,0.0,0.0,49.66
8,684,5,0ada5c9edcd4,B0_Random,1.0,0.9966,0.0,0.08,0.3222,49.66
8,684,5,0ada5c9edcd4,B1_Alpha,1.0,0.9979,0.0,0.2,0.5,49.66
8,684,5,0ada5c9edcd4,B1_ReverseAlpha,1.0,0.9929,0.0,0.2,0.5,49.66
8,684,5,0ada5c9edcd4,Rand_Marg_M2,1.0,0.9975,0.0,0.1,0.0,99.32
8,684,5,0ada5c9edcd4,Rand_Marg_M3,1.0,0.9963,0.0,0.0,0.0,148.98
8,684,5,0ada5c9edcd4,Rand_Marg_M5,1.0,0.9941,0.0,0.1,0.5,248.29
8,684,5,0ada5c9edcd4,B2_Cyclic_M2,1.0,0.9966,0.0,0.0,0.0,99.32
8,684,5,0ada5c9edcd4,B2_Cyclic_M3,1.0,0.9963,0.0,0.0,0.0,148.98
8,684,5,0ada5c9edcd4,B2_Cyclic_M5,1.0,0.9965,0.0,0.0,0.0,248.29
9,2953,5,4bdf54c6311c,B0_Native,1.0,0.9174,0.0,0.0,0.0,43.83
9,2953,5,4bdf54c6311c,B0_Random,1.0,0.8773,0.0,0.1356,0.3,43.83
9,2953,5,4bdf54c6311c,B1_Alpha,1.0,0.9174,0.0,0.2,0.5,43.83
9,2953,5,4bdf54c6311c,B1_ReverseAlpha,1.0,0.9492,0.0,0.2,0.5,43.83
9,2953,5,4bdf54c6311c,Rand_Marg_M2,1.0,0.9169,0.0,0.2,0.5,87.67
9,2953,5,4bdf54c6311c,Rand_Marg_M3,1.0,0.9275,0.0,0.1,0.5,131.5
9,2953,5,4bdf54c6311c,Rand_Marg_M5,1.0,0.9341,0.0,0.1,0.0,219.16
9,2953,5,4bdf54c6311c,B2_Cyclic_M2,1.0,0.936,0.0,0.2,0.5,87.67
9,2953,5,4bdf54c6311c,B2_Cyclic_M3,1.0,0.94,0.0,0.1,0.0,131.5
9,2953,5,4bdf54c6311c,B2_Cyclic_M5,1.0,0.9451,0.0,0.0,0.0,219.16
10,985,5,bf923e663432,B0_Native,1.0,0.4713,0.0,0.0,0.0,41.03
10,985,5,bf923e663432,B0_Random,0.0,0.6689,0.3556,0.0356,0.0,41.03
10,985,5,bf923e663432,B1_Alpha,0.0,0.4521,0.0,0.0,0.0,41.03
10,985,5,bf923e663432,B1_ReverseAlpha,0.0,0.5981,0.0,0.0,0.0,41.03
10,985,5,bf923e663432,Rand_Marg_M2,0.0,0.4629,0.0,0.0,0.0,82.06
10,985,5,bf923e663432,Rand_Marg_M3,0.0,0.4454,0.0,0.0,0.0,123.09
10,985,5,bf923e663432,Rand_Marg_M5,0.0,0.5118,0.0,0.0,0.0,205.15
10,985,5,bf923e663432,B2_Cyclic_M2,1.0,0.4641,1.0,0.1,0.0,82.06
10,985,5,bf923e663432,B2_Cyclic_M3,1.0,0.438,1.0,0.1,0.0,123.09
10,985,5,bf923e663432,B2_Cyclic_M5,0.0,0.4198,0.0,0.0,0.0,205.15
11,2,5,e9ba0f5ed8a4,B0_Native,1.0,0.7724,0.0,0.0,0.0,42.18
11,2,5,e9ba0f5ed8a4,B0_Random,1.0,0.8622,0.0,0.1489,0.3444,42.18
11,2,5,e9ba0f5ed8a4,B1_Alpha,1.0,0.7526,0.0,0.2,0.5,42.18
11,2,5,e9ba0f5ed8a4,B1_ReverseAlpha,1.0,0.939,0.0,0.2,0.5,42.18
11,2,5,e9ba0f5ed8a4,Rand_Marg_M2,1.0,0.832,0.0,0.1,0.0,84.35
11,2,5,e9ba0f5ed8a4,Rand_Marg_M3,1.0,0.7413,0.0,0.0,0.0,126.53
11,2,5,e9ba0f5ed8a4,Rand_Marg_M5,1.0,0.7517,0.0,0.2,0.5,210.88
11,2,5,e9ba0f5ed8a4,B2_Cyclic_M2,1.0,0.6883,0.0,0.0,0.0,84.35
11,2,5,e9ba0f5ed8a4,B2_Cyclic_M3,1.0,0.7798,0.0,0.0,0.0,126.53
11,2,5,e9ba0f5ed8a4,B2_Cyclic_M5,1.0,0.6853,0.0,0.0,0.0,210.88
12,281,5,820cefe9d1f2,B0_Native,1.0,0.5047,0.0,0.0,0.0,41.51
12,281,5,820cefe9d1f2,B0_Random,1.0,0.4833,0.0,0.1067,0.0,41.51
12,281,5,820cefe9d1f2,B1_Alpha,1.0,0.3868,0.0,0.2,0.0,41.51
12,281,5,820cefe9d1f2,B1_ReverseAlpha,1.0,0.5058,0.0,0.2,0.0,41.51
12,281,5,820cefe9d1f2,Rand_Marg_M2,1.0,0.5103,0.0,0.1,0.0,83.02
12,281,5,820cefe9d1f2,Rand_Marg_M3,1.0,0.4826,0.0,0.2,0.0,124.53
12,281,5,820cefe9d1f2,Rand_Marg_M5,1.0,0.4689,0.0,0.1,0.0,207.55
12,281,5,820cefe9d1f2,B2_Cyclic_M2,1.0,0.5339,0.0,0.1,0.0,83.02
12,281,5,820cefe9d1f2,B2_Cyclic_M3,1.0,0.5363,0.0,0.0,0.0,124.53
12,281,5,820cefe9d1f2,B2_Cyclic_M5,1.0,0.5068,0.0,0.0,0.0,207.55
13,45,5,d72d7aaf8b48,B0_Native,0.0,0.4135,0.0,0.0,0.0,47.0
13,45,5,d72d7aaf8b48,B0_Random,0.0,0.3862,0.2,0.0933,0.2667,47.0
13,45,5,d72d7aaf8b48,B1_Alpha,0.0,0.7414,0.0,0.1,0.5,47.0
13,45,5,d72d7aaf8b48,B1_ReverseAlpha,0.0,0.7961,0.0,0.1,0.5,47.0
13,45,5,d72d7aaf8b48,Rand_Marg_M2,0.0,0.4208,0.0,0.0,0.0,93.99
13,45,5,d72d7aaf8b48,Rand_Marg_M3,0.0,0.544,0.0,0.1,0.5,140.99
13,45,5,d72d7aaf8b48,Rand_Marg_M5,0.0,0.5955,0.0,0.0,0.0,234.98
13,45,5,d72d7aaf8b48,B2_Cyclic_M2,0.0,0.5531,0.0,0.0,0.0,93.99
13,45,5,d72d7aaf8b48,B2_Cyclic_M3,0.0,0.5565,0.0,0.0,0.0,140.99
13,45,5,d72d7aaf8b48,B2_Cyclic_M5,0.0,0.631,0.0,0.0,0.0,234.98
14,373,5,0250cfc1566b,B0_Native,1.0,0.5105,0.0,0.0,0.0,38.52
14,373,5,0250cfc1566b,B0_Random,1.0,0.627,0.0,0.1,0.0,38.52
14,373,5,0250cfc1566b,B1_Alpha,1.0,0.55,0.0,0.1,0.0,38.52
14,373,5,0250cfc1566b,B1_ReverseAlpha,1.0,0.8136,0.0,0.1,0.0,38.52
14,373,5,0250cfc1566b,Rand_Marg_M2,1.0,0.6847,0.0,0.1,0.0,77.04
14,373,5,0250cfc1566b,Rand_Marg_M3,1.0,0.5992,0.0,0.1,0.0,115.56
14,373,5,0250cfc1566b,Rand_Marg_M5,1.0,0.6407,0.0,0.1,0.0,192.6
14,373,5,0250cfc1566b,B2_Cyclic_M2,1.0,0.6208,0.0,0.1,0.0,77.04
14,373,5,0250cfc1566b,B2_Cyclic_M3,1.0,0.6503,0.0,0.1,0.0,115.56
14,373,5,0250cfc1566b,B2_Cyclic_M5,1.0,0.6434,0.0,0.0,0.0,192.6
15,813,5,d145f2d29ee5,B0_Native,1.0,0.9851,0.0,0.0,0.0,41.11
15,813,5,d145f2d29ee5,B0_Random,1.0,0.8937,0.0,0.0578,0.1,41.11
15,813,5,d145f2d29ee5,B1_Alpha,1.0,0.9423,0.0,0.1,0.0,41.11
15,813,5,d145f2d29ee5,B1_ReverseAlpha,1.0,0.9831,0.0,0.1,0.0,41.11
15,813,5,d145f2d29ee5,Rand_Marg_M2,1.0,0.918,0.0,0.0,0.0,82.23
15,813,5,d145f2d29ee5,Rand_Marg_M3,1.0,0.9164,0.0,0.0,0.0,123.34
15,813,5,d145f2d29ee5,Rand_Marg_M5,1.0,0.9313,0.0,0.0,0.0,205.57
15,813,5,d145f2d29ee5,B2_Cyclic_M2,1.0,0.9841,0.0,0.0,0.0,82.23
15,813,5,d145f2d29ee5,B2_Cyclic_M3,1.0,0.9849,0.0,0.0,0.0,123.34
15,813,5,d145f2d29ee5,B2_Cyclic_M5,1.0,0.9852,0.0,0.0,0.0,205.57
16,1110,5,f00dc85c6b17,B0_Native,1.0,0.6514,0.0,0.0,0.0,40.47
16,1110,5,f00dc85c6b17,B0_Random,1.0,0.5946,0.0,0.0667,0.0,40.47
16,1110,5,f00dc85c6b17,B1_Alpha,1.0,0.5197,0.0,0.1,0.0,40.47
16,1110,5,f00dc85c6b17,B1_ReverseAlpha,1.0,0.73,0.0,0.1,0.0,40.47
16,1110,5,f00dc85c6b17,Rand_Marg_M2,1.0,0.6638,0.0,0.0,0.0,80.93
16,1110,5,f00dc85c6b17,Rand_Marg_M3,1.0,0.6804,0.0,0.0,0.0,121.4
16,1110,5,f00dc85c6b17,Rand_Marg_M5,1.0,0.6777,0.0,0.0,0.0,202.33
16,1110,5,f00dc85c6b17,B2_Cyclic_M2,1.0,0.6932,0.0,0.0,0.0,80.93
16,1110,5,f00dc85c6b17,B2_Cyclic_M3,1.0,0.7065,0.0,0.0,0.0,121.4
16,1110,5,f00dc85c6b17,B2_Cyclic_M5,1.0,0.7171,0.0,0.0,0.0,202.33
17,158,5,71cffe674c76,B0_Native,1.0,0.529,0.0,0.0,0.0,48.0
17,158,5,71cffe674c76,B0_Random,1.0,0.5709,0.3556,0.1578,0.2778,48.0
17,158,5,71cffe674c76,B1_Alpha,1.0,0.4675,0.0,0.0,0.0,48.0
17,158,5,71cffe674c76,B1_ReverseAlpha,1.0,0.4392,0.0,0.0,0.0,48.0
17,158,5,71cffe674c76,Rand_Marg_M2,1.0,0.4999,0.0,0.1,0.0,95.99
17,158,5,71cffe674c76,Rand_Marg_M3,1.0,0.5096,0.0,0.0,0.0,143.99
17,158,5,71cffe674c76,Rand_Marg_M5,1.0,0.4977,0.0,0.1,0.5,239.98
17,158,5,71cffe674c76,B2_Cyclic_M2,1.0,0.4356,1.0,0.1,0.0,95.99
17,158,5,71cffe674c76,B2_Cyclic_M3,0.0,0.4482,0.0,0.0,0.0,143.99
17,158,5,71cffe674c76,B2_Cyclic_M5,0.0,0.4107,0.0,0.0,0.0,239.98
18,1917,5,967b8fce5179,B0_Native,1.0,0.3397,0.0,0.0,0.0,41.08
18,1917,5,967b8fce5179,B0_Random,1.0,0.691,0.2,0.0667,0.0,41.08
18,1917,5,967b8fce5179,B1_Alpha,1.0,0.6541,0.0,0.2,0.5,41.08
18,1917,5,967b8fce5179,B1_ReverseAlpha,1.0,0.8174,0.0,0.2,0.5,41.08
18,1917,5,967b8fce5179,Rand_Marg_M2,1.0,0.7219,0.0,0.0,0.0,82.15
18,1917,5,967b8fce5179,Rand_Marg_M3,1.0,0.6783,0.0,0.0,0.0,123.23
18,1917,5,967b8fce5179,Rand_Marg_M5,1.0,0.6054,0.0,0.0,0.0,205.38
18,1917,5,967b8fce5179,B2_Cyclic_M2,1.0,0.2947,0.0,0.0,0.0,82.15
18,1917,5,967b8fce5179,B2_Cyclic_M3,1.0,0.3777,0.0,0.0,0.0,123.23
18,1917,5,967b8fce5179,B2_Cyclic_M5,1.0,0.3378,0.0,0.0,0.0,205.38
19,2911,5,6df7f12a1095,B0_Native,1.0,0.4977,0.0,0.0,0.0,50.85
19,2911,5,6df7f12a1095,B0_Random,0.0,0.6965,0.5333,0.1067,0.2667,50.85
19,2911,5,6df7f12a1095,B1_Alpha,0.0,0.5035,0.0,0.0,0.0,50.85
19,2911,5,6df7f12a1095,B1_ReverseAlpha,0.0,0.7276,0.0,0.0,0.0,50.85
19,2911,5,6df7f12a1095,Rand_Marg_M2,0.0,0.7488,0.0,0.0,0.0,101.7
19,2911,5,6df7f12a1095,Rand_Marg_M3,0.0,0.6319,0.0,0.0,0.0,152.55
19,2911,5,6df7f12a1095,Rand_Marg_M5,0.0,0.5697,0.0,0.0,0.0,254.25
19,2911,5,6df7f12a1095,B2_Cyclic_M2,0.0,0.6481,0.0,0.1,0.5,101.7
19,2911,5,6df7f12a1095,B2_Cyclic_M3,0.0,0.7049,0.0,0.1,0.5,152.55
19,2911,5,6df7f12a1095,B2_Cyclic_M5,0.0,0.7653,0.0,0.0,0.0,254.25
20,2728,5,f66935ef3289,B0_Native,1.0,0.8385,0.0,0.0,0.0,42.1
20,2728,5,f66935ef3289,B0_Random,1.0,0.8713,0.0,0.2022,0.3756,42.1
20,2728,5,f66935ef3289,B1_Alpha,1.0,0.724,0.0,0.3,0.5,42.1
20,2728,5,f66935ef3289,B1_ReverseAlpha,1.0,0.9495,0.0,0.3,0.5,42.1
20,2728,5,f66935ef3289,Rand_Marg_M2,1.0,0.9021,0.0,0.3,0.5,84.19
20,2728,5,f66935ef3289,Rand_Marg_M3,1.0,0.8732,0.0,0.0,0.0,126.29
20,2728,5,f66935ef3289,Rand_Marg_M5,1.0,0.8679,0.0,0.0,0.0,210.48
20,2728,5,f66935ef3289,B2_Cyclic_M2,1.0,0.8972,0.0,0.3,0.5,84.19
20,2728,5,f66935ef3289,B2_Cyclic_M3,1.0,0.9099,0.0,0.2,0.5,126.29
20,2728,5,f66935ef3289,B2_Cyclic_M5,1.0,0.9117,0.0,0.0,0.0,210.48
21,2150,5,ee61bdd0b8ec,B0_Native,1.0,1.0,0.0,0.0,0.0,37.8
21,2150,5,ee61bdd0b8ec,B0_Random,1.0,1.0,0.0,0.0,0.0,37.8
21,2150,5,ee61bdd0b8ec,B1_Alpha,1.0,1.0,0.0,0.0,0.0,37.8
21,2150,5,ee61bdd0b8ec,B1_ReverseAlpha,1.0,1.0,0.0,0.0,0.0,37.8
21,2150,5,ee61bdd0b8ec,Rand_Marg_M2,1.0,1.0,0.0,0.0,0.0,75.59
21,2150,5,ee61bdd0b8ec,Rand_Marg_M3,1.0,1.0,0.0,0.0,0.0,113.39
21,2150,5,ee61bdd0b8ec,Rand_Marg_M5,1.0,1.0,0.0,0.0,0.0,188.98
21,2150,5,ee61bdd0b8ec,B2_Cyclic_M2,1.0,1.0,0.0,0.0,0.0,75.59
21,2150,5,ee61bdd0b8ec,B2_Cyclic_M3,1.0,1.0,0.0,0.0,0.0,113.39
21,2150,5,ee61bdd0b8ec,B2_Cyclic_M5,1.0,1.0,0.0,0.0,0.0,188.98
22,1424,5,f1435b24c06d,B0_Native,1.0,0.7822,0.0,0.0,0.0,41.41
22,1424,5,f1435b24c06d,B0_Random,1.0,0.8633,0.0,0.1089,0.2667,41.41
22,1424,5,f1435b24c06d,B1_Alpha,1.0,0.9012,0.0,0.3,0.5,41.41
22,1424,5,f1435b24c06d,B1_ReverseAlpha,1.0,0.767,0.0,0.3,0.5,41.41
22,1424,5,f1435b24c06d,Rand_Marg_M2,1.0,0.7853,0.0,0.2,0.5,82.82
22,1424,5,f1435b24c06d,Rand_Marg_M3,1.0,0.8003,0.0,0.2,0.5,124.23
22,1424,5,f1435b24c06d,Rand_Marg_M5,1.0,0.7978,0.0,0.1,0.5,207.04
22,1424,5,f1435b24c06d,B2_Cyclic_M2,1.0,0.7721,0.0,0.0,0.0,82.82
22,1424,5,f1435b24c06d,B2_Cyclic_M3,1.0,0.752,0.0,0.0,0.0,124.23
22,1424,5,f1435b24c06d,B2_Cyclic_M5,1.0,0.7808,0.0,0.0,0.0,207.04
23,573,5,9b7fd4f2d581,B0_Native,1.0,0.7981,0.0,0.0,0.0,43.41
23,573,5,9b7fd4f2d581,B0_Random,1.0,0.7253,0.0,0.0533,0.0,43.41
23,573,5,9b7fd4f2d581,B1_Alpha,1.0,0.7043,0.0,0.1,0.0,43.41
23,573,5,9b7fd4f2d581,B1_ReverseAlpha,1.0,0.8062,0.0,0.1,0.0,43.41
23,573,5,9b7fd4f2d581,Rand_Marg_M2,1.0,0.7795,0.0,0.1,0.0,86.83
23,573,5,9b7fd4f2d581,Rand_Marg_M3,1.0,0.7709,0.0,0.1,0.0,130.24
23,573,5,9b7fd4f2d581,Rand_Marg_M5,1.0,0.7779,0.0,0.0,0.0,217.07
23,573,5,9b7fd4f2d581,B2_Cyclic_M2,1.0,0.8215,0.0,0.0,0.0,86.83
23,573,5,9b7fd4f2d581,B2_Cyclic_M3,1.0,0.8194,0.0,0.0,0.0,130.24
23,573,5,9b7fd4f2d581,B2_Cyclic_M5,1.0,0.8313,0.0,0.0,0.0,217.07
24,3064,5,256532a4a91b,B0_Native,1.0,0.548,0.0,0.0,0.0,41.53
24,3064,5,256532a4a91b,B0_Random,1.0,0.6011,0.0,0.2556,0.4289,41.53
24,3064,5,256532a4a91b,B1_Alpha,1.0,0.6497,0.0,0.2,0.5,41.53
24,3064,5,256532a4a91b,B1_ReverseAlpha,1.0,0.5908,0.0,0.2,0.5,41.53
24,3064,5,256532a4a91b,Rand_Marg_M2,1.0,0.6049,0.0,0.1,0.0,83.06
24,3064,5,256532a4a91b,Rand_Marg_M3,1.0,0.6417,0.0,0.0,0.0,124.58
24,3064,5,256532a4a91b,Rand_Marg_M5,1.0,0.6344,0.0,0.0,0.0,207.64
24,3064,5,256532a4a91b,B2_Cyclic_M2,1.0,0.5602,0.0,0.0,0.0,83.06
24,3064,5,256532a4a91b,B2_Cyclic_M3,1.0,0.6131,0.0,0.0,0.0,124.58
24,3064,5,256532a4a91b,B2_Cyclic_M5,1.0,0.5679,0.0,0.0,0.0,207.64
25,1834,5,8c825c34a731,B0_Native,1.0,0.9033,0.0,0.0,0.0,41.24
25,1834,5,8c825c34a731,B0_Random,1.0,0.7857,0.0,0.0533,0.0,41.24
25,1834,5,8c825c34a731,B1_Alpha,1.0,0.8027,0.0,0.1,0.0,41.24
25,1834,5,8c825c34a731,B1_ReverseAlpha,1.0,0.8487,0.0,0.1,0.0,41.24
25,1834,5,8c825c34a731,Rand_Marg_M2,1.0,0.8476,0.0,0.0,0.0,82.48
25,1834,5,8c825c34a731,Rand_Marg_M3,1.0,0.7897,0.0,0.0,0.0,123.72
25,1834,5,8c825c34a731,Rand_Marg_M5,1.0,0.8295,0.0,0.1,0.0,206.2
25,1834,5,8c825c34a731,B2_Cyclic_M2,1.0,0.7445,0.0,0.0,0.0,82.48
25,1834,5,8c825c34a731,B2_Cyclic_M3,1.0,0.776,0.0,0.0,0.0,123.72
25,1834,5,8c825c34a731,B2_Cyclic_M5,1.0,0.7851,0.0,0.0,0.0,206.2
26,1574,5,c06da64e4af4,B0_Native,1.0,0.957,0.0,0.0,0.0,45.15
26,1574,5,c06da64e4af4,B0_Random,1.0,0.9859,0.0,0.0,0.0,45.15
26,1574,5,c06da64e4af4,B1_Alpha,1.0,0.9102,0.0,0.1,0.0,45.15
26,1574,5,c06da64e4af4,B1_ReverseAlpha,1.0,0.9817,0.0,0.1,0.0,45.15
26,1574,5,c06da64e4af4,Rand_Marg_M2,1.0,0.9725,0.0,0.0,0.0,90.31
26,1574,5,c06da64e4af4,Rand_Marg_M3,1.0,0.9672,0.0,0.0,0.0,135.46
26,1574,5,c06da64e4af4,Rand_Marg_M5,1.0,0.9543,0.0,0.0,0.0,225.77
26,1574,5,c06da64e4af4,B2_Cyclic_M2,1.0,0.9409,0.0,0.0,0.0,90.31
26,1574,5,c06da64e4af4,B2_Cyclic_M3,1.0,0.9433,0.0,0.0,0.0,135.46
26,1574,5,c06da64e4af4,B2_Cyclic_M5,1.0,0.9398,0.0,0.0,0.0,225.77
27,1717,5,5155f477d82a,B0_Native,1.0,0.9957,0.0,0.0,0.0,42.36
27,1717,5,5155f477d82a,B0_Random,1.0,0.9997,0.0,0.0467,0.2556,42.36
27,1717,5,5155f477d82a,B1_Alpha,1.0,0.9995,0.0,0.0,0.0,42.36
